sample_id,formula,working_ion,anion_family,target
mp-26955,LiV(PO3)4,Li,phosphate_or_polyanion,4.835385495833326
mp-25448,LiCrPO4F,Li,halide,4.849770623333332
mvc-12366,MgTi4O8,Mg,oxide,1.1129473450000034
mp-1043455,CaNiSnP2O9,Ca,phosphate_or_polyanion,5.416001824999998
mp-1044197,VZnBiO5,Zn,oxide,2.71444588875
mp-777027,Na6Ni2C4SO16,Na,sulfide,4.302754682500004
mp-763876,Li2MnSiO4,Li,phosphate_or_polyanion,4.430978774999977
mp-756866,Li2TiMn3O8,Li,oxide,3.6671511283333342
mp-754210,Li6FeS4,Li,sulfide,1.4362716183333335
mp-768006,Li4Mn3(OF3)2,Li,halide,3.336802280000001
mp-27115,LiMoPO5,Li,phosphate_or_polyanion,3.885415855833334
mp-765052,Li4Co3Cu3(TeO8)2,Li,oxide,4.144303423333331
mp-1041949,CaV2O4,Ca,oxide,2.1493951787500007
mp-1048387,BaYFe4O7,other,oxide,2.74311856333334
mp-762281,Li5V5O12,Li,oxide,2.792399482500007
mp-1236198,LiSm3Bi(Ru2O7)2,Li,oxide,1.3478724833333378
mp-1196139,Mg3Sb2,Mg,other,0.3835439591666665
mp-30545,Mg2VO4,Mg,oxide,1.771756414999996
mp-772943,Li11U4(WO5)8,Li,oxide,2.395499386666647
mp-540292,LiCrPO5,Li,phosphate_or_polyanion,4.450076668333328
mp-774681,Li5Mn2V5O12,Li,oxide,2.465762598333332
mp-1233996,Sm4MgTi2Mn2O12,Mg,oxide,-1.3346579699999903
mp-752834,LiCr(CO3)2,Li,oxide,4.641322583333339
mvc-2994,Ba2YTlV2O7,other,oxide,2.33687621
mp-772699,Li4Mn5FeO12,Li,oxide,3.294677399999995
mp-757760,Li2Mn2Co(PO4)3,Li,phosphate_or_polyanion,4.088257593333343
mp-1041076,HoMgCr2O6,Mg,oxide,3.3956949774999976
mp-780857,Li2VOF4,Li,halide,4.500772758333331
mp-754547,Li2TiMnO4,Li,oxide,2.8863528495833366
mp-1094199,Mg5Sn,Mg,other,-0.0607562616666667
mp-14530,RbMo2(PO4)3,other,phosphate_or_polyanion,3.6890079374999862
mp-781184,Li2Mn7(P2O7)4,Li,phosphate_or_polyanion,3.479875347499989
mp-25857,Li4Mn5(P3O11)2,Li,phosphate_or_polyanion,3.766823120833341
mp-777267,Li4V3OF11,Li,halide,3.936860830833333
mp-763334,Li4Mn5Cr(PO4)6,Li,phosphate_or_polyanion,3.4733922874999954
mp-773797,Li2Cr5O12,Li,oxide,3.2748529774999944
mp-705470,Li3Mo4P5O24,Li,phosphate_or_polyanion,3.6274730066666665
mp-761598,Li4Mn2Si3O10,Li,phosphate_or_polyanion,3.458359772499994
mp-763820,Li3Mn5F15,Li,halide,4.0833931149999945
mp-1041805,AlCr(WO4)2,Al,oxide,2.4177194266666717
mp-773222,Li5Cr2Fe5O12,Li,oxide,-0.421457739999989
mp-1233477,MgCo6(OF5)2,Mg,halide,1.5783820899999954
mp-764167,Na8Fe7(PO4)8,Na,phosphate_or_polyanion,3.5437430875
mp-757364,NaV6O15,Na,oxide,3.1539743065517643
mp-766710,Li2SiNiO4,Li,phosphate_or_polyanion,4.612755223333328
mp-1405110,Ca(TiS2)4,Ca,sulfide,1.6944117650000006
mp-760539,Li2Ti3O6,Li,oxide,1.8953908933333383
mp-775125,Li8Fe3Sn(PO4)6,Li,phosphate_or_polyanion,1.9665282433333051
mp-762234,Li4Ti3Mn3(TeO8)2,Li,oxide,3.2453594725000032
mp-753513,Li3Mn(PO4)2,Li,phosphate_or_polyanion,4.4307404608333245
mp-1044753,PrZnCr2O6,Zn,oxide,1.8809047924999975
mp-6834,KFePO4F,K,halide,5.413911522999996
mp-1580470,K3CoPCO7,K,phosphate_or_polyanion,3.738860623000001
mvc-6872,Ca(FeO2)2,Ca,oxide,3.999583800000003
mp-766861,LiVF4,Li,halide,4.110294117500006
mp-1046891,Zn(BiO2)2,Zn,oxide,1.3926528474999995
mp-765547,Li3V(OF)2,Li,halide,2.2872254200000035
mp-781743,Li3V5Cr2O12,Li,oxide,2.4518678450000144
mp-1043722,Ca(Ni2O3)2,Ca,oxide,4.252496922499996
mp-1044443,CaPr(SbO3)2,Ca,oxide,2.15979726375
mp-776904,LiFe2OF3,Li,halide,3.2404616558333332
mp-776839,Li6Mn3Sn(PO4)6,Li,phosphate_or_polyanion,4.12797232333333
mp-1048483,Ba2AlNi3O7,Al,oxide,2.678595189999996
mp-1047667,Zn(CoO2)2,Zn,oxide,1.716286592499998
mp-505102,NaMo3P3O16,Na,phosphate_or_polyanion,4.099200366551717
mp-762514,LiMn3O6,Li,oxide,4.7048846633333214
mp-25447,LiCrPO4,Li,phosphate_or_polyanion,2.718822045833332
mp-777049,LiFeBO3,Li,phosphate_or_polyanion,2.9238948133333382
mp-776589,Li9Sb3P8O29,Li,phosphate_or_polyanion,3.303822919166668
mp-761616,LiMnPO5,Li,phosphate_or_polyanion,5.06191872
mp-1573004,Li2Mn2FeO6,Li,oxide,3.705493993333332
mp-562404,Li2Co3(SeO3)4,Li,oxide,5.04306379083332
mp-768927,Li2MnPCO7,Li,phosphate_or_polyanion,3.894481593333329
mp-1040459,NaFe3P3O13,Na,phosphate_or_polyanion,5.137525716551696
mp-1042648,MgMn4O6,Mg,oxide,2.7626244450000046
mp-1206373,LiHfSe2,Li,other,1.1504273033333352
mp-763834,K2LiMnPCO7,Li,phosphate_or_polyanion,2.621543834999988
mp-781111,Li8Mn7Nb(PO4)12,Li,phosphate_or_polyanion,4.715299186250013
mp-780105,Li3Mn4(BO3)4,Li,phosphate_or_polyanion,3.246165253333349
mp-1380123,Ca(FeO2)2,Ca,oxide,3.9992572916666687
mp-1434308,Mg(CoN)2,Mg,other,1.6784371699999976
mp-1046171,Ca2Ta2CrO8,Ca,oxide,3.740271203749997
mvc-11658,Mg(FeO2)4,Mg,oxide,2.976519429999997
mp-1043159,MgCr2O5,Mg,oxide,2.7150237975
mp-765238,Li4V3OF11,Li,halide,4.052507453333334
mp-1224118,Na17(Mo15S19)4,Na,sulfide,1.6923201030223092
mp-755976,Li2MnV4FeO12,Li,oxide,2.530034943333324
mp-754835,Na6CuO4,Na,oxide,0.9746425815517236
mp-1223523,KLu(NbCl3)6,K,halide,2.5492674730000076
mp-770410,Li2Cr2(SO4)3,Li,sulfide,2.853732219999996
mp-773312,Li3Cr2FeO6,Li,oxide,4.306340793333339
mp-764611,LiFe2(BO3)2,Li,phosphate_or_polyanion,2.4699980800000154
mp-1177121,Li7Fe4(PO4)6,Li,phosphate_or_polyanion,2.788973733333312
mp-1235528,LiFe6(OF2)4,Li,halide,2.570995223333317
mp-1043673,Ca(SnO2)4,Ca,oxide,1.7223187787499967
mp-1046496,SrCaFe(PO4)2,Ca,phosphate_or_polyanion,4.01606416625
mvc-15495,Mg2Cr3O8,Mg,oxide,3.764049417499999
mp-765230,LiVOF3,Li,halide,4.396753485
mp-1233734,CaV8(OF)8,Ca,halide,0.1459968250000001
mp-1211527,KMn(PO3)3,K,phosphate_or_polyanion,4.433574228000005
mp-867522,CsTi8O16,other,oxide,2.5962654179310425
mp-32395,Li2Ni3(P2O7)2,Li,phosphate_or_polyanion,4.957691068333336
mp-772402,Li4Mn5Cr3O16,Li,oxide,3.89084349
mvc-5777,Mg2CrIrO6,Mg,oxide,3.1657994800000018
mp-764273,Na2LiMnPCO7,Li,phosphate_or_polyanion,3.104444414999994
mp-771398,Li3Fe3CuO8,Li,oxide,3.992858983333325
mp-777202,Na3V2(PO4)3,Na,phosphate_or_polyanion,3.3380100450000096
mp-761981,Li2FeCO4,Li,oxide,2.6523243349999936
mp-760794,LiVF4,Li,halide,3.9233053070833366
mp-1389180,CaCoF4,Ca,halide,5.420824712499997
mvc-3519,ZnFeF4,Zn,halide,2.5822135550000005
mvc-12765,Ca3Fe2(ReO6)2,Ca,oxide,2.789728133749999
mp-17967,NaMnPO4,Na,phosphate_or_polyanion,3.2973436990517264
mp-1236135,LiNb2Te4Cl10O,Li,halide,2.519474983333329
mp-1254576,AlNi(WO4)2,Al,oxide,3.066423846666668
mp-1234351,CaLa2Fe2(TeO6)2,Ca,oxide,0.929467647499993
mp-1047315,Ca(SbO2)2,Ca,oxide,2.14470340875
mp-773065,Li5V5Cr2O12,Li,oxide,1.867524023333336
mp-769617,Li2VCrO4,Li,oxide,2.6650029466666583
mp-697855,Li2Cr3(P2O7)2,Li,phosphate_or_polyanion,3.4441033733333386
mp-1388425,V2ZnO5,Zn,oxide,0.7330698999999973
mp-675534,Li7Mn10O24,Li,oxide,4.905809443333325
mp-766631,Li4Co3Cu3(TeO8)2,Li,oxide,4.118734954999999
mp-759041,Li4Ti2Fe3O10,Li,oxide,2.7088125183333363
mvc-13426,Ca(CuN)2,Ca,other,2.400074693749999
mp-1177242,Li4V3(CO3)6,Li,oxide,3.360734759999997
mp-851038,NaLi2MnPCO7,Li,phosphate_or_polyanion,3.148005280000012
mp-1222231,Mg13(NbH16)2,Mg,other,1.0767445199999996
mp-989514,Cs2NaSbCl6,Na,halide,3.161496197499999
mp-1238795,Na(CrS2)2,Na,sulfide,2.2989273665517196
mp-1372476,MgV2S5,Mg,sulfide,1.2343621549999968
mp-1147677,Ca(Cu3O4)2,Ca,oxide,3.9400323949999985
mp-776357,Li2SbP(OF3)2,Li,halide,3.2032011849999997
mp-540075,Li4MoP2O9,Li,phosphate_or_polyanion,3.363391519999998
mp-771076,Li2Ti3VO8,Li,oxide,2.7304851033333333
mp-773763,Li4Cr3Fe2Sb3O16,Li,oxide,2.8878080925
mp-1252502,AlCo(WO4)2,Al,oxide,2.838273530000002
mp-19192,Y2MnNiO6,other,oxide,4.21457477833334
mp-1177485,Li4Fe3Cu(PO4)4,Li,phosphate_or_polyanion,3.693901858333331
mvc-3624,Y2W2O7,other,oxide,2.9229720949999987
mp-776676,LiCo3P4O15,Li,phosphate_or_polyanion,5.053241695000002
mp-755460,Li2AlVO4,Li,oxide,2.841499051666678
mp-1043274,CaCu3(MoO3)4,Ca,oxide,2.6674926449999985
mp-19291,NaVPO5,Na,phosphate_or_polyanion,3.6009086890517175
mp-756377,Li3Mn4FeO8,Li,oxide,2.9316822266666662
mp-775013,Li4Mn3Fe3(SbO8)2,Li,oxide,4.016509958333335
mp-19280,NaCr3O8,Na,oxide,4.718635471551725
mp-1185589,Mg149Nb,Mg,other,0.0130627719718309
mp-1097867,LiMn2O4,Li,oxide,3.697120866666643
mvc-4120,Y(SnO2)2,other,oxide,1.3904111150000018
mp-753545,Li4Mn3Co2Te3O16,Li,oxide,3.369766950833328
mp-759981,NaCu(PO3)3,Na,phosphate_or_polyanion,5.158361739051731
mp-777072,LiVPO5,Li,phosphate_or_polyanion,3.252493254999995
mp-761147,Li3Mn2F9,Li,halide,4.940921070833331
mp-1324282,LiMn4P7O24,Li,phosphate_or_polyanion,3.220319083333334
mp-766441,Li2V(CO3)2,Li,oxide,1.454602933333324
mp-764639,Li2MnFe(PO4)2,Li,phosphate_or_polyanion,3.6080106575
mp-764133,Li3FeNi3O8,Li,oxide,3.1539902000000004
mp-754811,Li3Mn5O8,Li,oxide,2.824517153333332
mp-1046354,SrMgMn(PO4)2,Mg,phosphate_or_polyanion,3.448358717500001
mp-1236414,LiCrO2,Li,oxide,-0.3488111966666654
mp-768855,Li5Mn2P2(CO7)2,Li,phosphate_or_polyanion,3.498286963333333
mp-765116,Li2Fe2C2O7,Li,oxide,2.97947309375
mp-777675,Li3V5O12,Li,oxide,3.1101992699999954
mp-1223973,K7Ti8(PO4)12,K,phosphate_or_polyanion,2.106531302999981
mp-1041009,MgFe2P2O9,Mg,phosphate_or_polyanion,4.053696907500002
mp-1016265,Mg7Ti,Mg,other,0.0489458825
mp-779929,LiCr(CoO3)2,Li,oxide,4.219668880000006
mp-753248,LiVPO5,Li,phosphate_or_polyanion,3.161477798333334
mp-774924,Li4Ti3Nb2Cr3O16,Li,oxide,2.5948362583333355
mp-773288,Li3Fe2CuO6,Li,oxide,3.95519249666666
mp-642750,NaV2O4,Na,oxide,2.562214980000003
mp-771405,NaLi2FePCO7,Na,phosphate_or_polyanion,2.6042267549999947
mp-1177868,Li2TiCrO4,Li,oxide,2.5098413500000003
mvc-15152,MnZnO2,Zn,oxide,0.3707533075000007
mp-1111145,K3CoF6,K,halide,4.647320952999998
mp-578642,Na4Ni3P4O15,Na,phosphate_or_polyanion,4.787339376250006
mp-758843,Li2Ti2VO6,Li,oxide,1.7369005633333263
mp-6879,Ba2CaCu2HgO6,Ca,oxide,3.809131553749999
mp-754784,Li2Mn3CoO8,Li,oxide,4.643177853333339
mp-1044973,Ca5(TiS2)8,Ca,sulfide,1.087091951249998
mp-651970,ZnCoP2O7,Zn,phosphate_or_polyanion,2.489123210000008
mp-756527,LiFeO2,Li,oxide,3.713874333333327
mp-1043503,MgCo(Si2O5)2,Mg,phosphate_or_polyanion,3.2789365037500007
mp-850900,Li3V2(PO4)3,Li,phosphate_or_polyanion,3.3271210749999844
mp-767631,Li3VF6,Li,halide,3.7194583033333304
mp-1044377,CaTiP3WO12,Ca,phosphate_or_polyanion,2.3568779900000036
mp-652866,K11LiMn4O16,Li,oxide,3.4156464699999893
mp-1236593,LiTaNb(AgO3)2,Li,oxide,0.7235468433333428
mp-1043073,CaCo4(CuO4)3,Ca,oxide,4.276297067499999
mp-859132,Li8VO5F,Li,halide,1.0045288083333237
mp-779062,Li3V4(OF3)3,Li,halide,2.945789780000003
mp-754676,LiMnF3,Li,halide,4.253022903333332
mp-774573,Li2Mn2Ni(PO4)3,Li,phosphate_or_polyanion,3.675562125833342
mp-1044356,MgBiWO5,Mg,oxide,2.9183494350000005
mp-765286,LiSn(PO3)4,Li,phosphate_or_polyanion,3.25681146
mp-752932,RbMn4O8,other,oxide,2.062747707500029
mp-765502,Li4Cr3FeO8,Li,oxide,2.328948430000002
mp-765895,LiVF5,Li,halide,4.5312846100000055
mp-1111873,Cs2KSbCl6,K,halide,3.339182070499998
mp-1346852,ZnCrAsO5,Zn,oxide,2.3215600999999997
mp-1173956,Li3Mn2CoO6,Li,oxide,2.74552974999998
mp-1101593,LiFe2(PO4)3,Li,phosphate_or_polyanion,5.007040878333332
mp-26679,Li3Ni2(PO4)3,Li,phosphate_or_polyanion,4.834790620833336
mp-765110,LiVFe(P2O7)2,Li,phosphate_or_polyanion,4.502297790000005
mp-777968,Li5Ni2(PO4)3,Li,phosphate_or_polyanion,4.345827824999992
mp-770834,Li5FeO4,Li,oxide,3.3977377433333276
mp-758422,LiVP2O7,Li,phosphate_or_polyanion,4.406634853333334
mp-753112,LiMn3O6,Li,oxide,3.3446129033333394
mp-766525,Li11Mn12(BO3)12,Li,phosphate_or_polyanion,3.1726686133333484
mp-1568135,Li2Fe(CO3)2,Li,oxide,3.6364330383333265
mp-1044214,Mg(WO2)4,Mg,oxide,0.6202012449999944
mvc-11982,CaCr2O5,Ca,oxide,3.3647882787500043
mp-1044474,BaMg(WO2)4,Mg,oxide,1.2386803100000008
mp-753084,Li3Mn5O10,Li,oxide,3.085088217083327
mp-1234648,MgCd4Cu4As4(HO5)4,Mg,oxide,1.3662293449999985
mp-1094143,LiNi3P3O13,Li,phosphate_or_polyanion,5.233454993333344
mp-18879,V2ZnO4,Zn,oxide,0.9833799600000012
mp-1177464,Li4Mn3Fe3(PO4)6,Li,phosphate_or_polyanion,3.5681771433333376
mp-556288,Li2ReO3,Li,oxide,1.0930563183333366
mp-1177596,Li3MnFeCo(PO4)3,Li,phosphate_or_polyanion,-0.0785963724999923
mp-1392045,Y(CoO2)2,other,oxide,2.608366393888889
mvc-12636,Mg(NiO2)2,Mg,oxide,3.3907178037499976
mp-1044742,CaPr(MoO3)2,Ca,oxide,2.6932511349999997
mp-770940,Na3NiAsCO7,Na,oxide,3.8566785815517224
mp-861553,Li6Mn3Cr2Fe3O16,Li,oxide,2.565773218333338
mp-1066029,RbBi,other,other,-0.0287046596551721
mp-26923,LiCrPO5,Li,phosphate_or_polyanion,4.210486925833327
mp-29324,Li(Mo4O5)2,Li,oxide,4.430885403333325
mvc-13130,Ca3Mn2(FeO5)2,Ca,oxide,4.076707208750004
mp-976148,K2RbSb,K,other,1.0730205330000002
mp-764386,Li6Mn(FeO3)2,Li,oxide,1.4424165199999996
mp-31606,LiCo(PO3)4,Li,phosphate_or_polyanion,5.855357650000006
mp-759500,LiCoF3,Li,halide,4.648034383333333
mp-1442788,Al(CoO2)2,Al,oxide,2.527604855
mp-684082,LiSb(PO3)4,Li,phosphate_or_polyanion,4.7351519399999855
mp-566620,MgV2(CuO4)2,Mg,oxide,3.8291561474999942
mp-752488,Li3FeOF3,Li,halide,2.5714668008333392
mp-557500,LiNi(PS3)2,Li,sulfide,2.7466793133333356
mp-1154524,Y2Mn3(SiO4)3,other,phosphate_or_polyanion,3.921831571388888
mp-761511,Li6VFe3(PO4)6,Li,phosphate_or_polyanion,4.210331470000005
mp-887746,LiFe(Se2O5)2,Li,oxide,5.158822208333338
mp-765364,Li10Mn2V3Cr3O16,Li,oxide,2.0047126000000004
mp-774310,Li10Cr2Fe3Co3O16,Li,oxide,2.669002409999999
mp-863409,Li4FeCo3(PO4)4,Li,phosphate_or_polyanion,4.122311360833334
mp-772003,Li5Co7O12,Li,oxide,3.5892592919999964
mp-38280,LiTiO2,Li,oxide,1.2926047083333334
mp-759457,Li8NbNi3(PO4)6,Li,phosphate_or_polyanion,3.124728363333337
mp-765813,Li2FeNiO4,Li,oxide,3.9582650149999954
mp-861555,Na3(CoO2)5,Na,oxide,3.3709475583333264
mp-1238894,K(CrS2)2,K,sulfide,2.5133519829999997
mp-1223482,Li3Mo15Se19,Li,other,1.5864040833333444
mp-759656,Li3MnP2HO8,Li,phosphate_or_polyanion,3.1312066833333363
mp-764280,Li2MnF4,Li,halide,3.865964933333328
mp-1211950,K2CrF6,K,halide,5.763446638000001
mp-772438,LiCoPO4,Li,phosphate_or_polyanion,4.408243143333334
mp-770152,Li4Ti2Mn3Cr3O16,Li,oxide,4.01006557833333
mp-776417,LiV6O7F5,Li,halide,2.060561153333343
mp-759477,Li2Mn2F7,Li,halide,4.542527619583329
mp-771441,NaLi2MnPCO7,Li,phosphate_or_polyanion,3.613747375
mp-17142,NaCrP2O7,Na,phosphate_or_polyanion,4.6227713115517055
mp-26741,LiCu4(PO4)3,Li,phosphate_or_polyanion,3.897436908333338
mp-773978,Li4Co3TeO8,Li,oxide,2.3185363799999883
mp-1111434,Cs2NaMoCl6,Na,halide,2.424005725000004
mp-1045498,Ca(NiS2)2,Ca,sulfide,1.5288648050000004
mp-778341,Li4Mn3Ni3(PO4)6,Li,phosphate_or_polyanion,3.7912089849999946
mp-1046701,VZnPO5,Zn,phosphate_or_polyanion,1.2806977825000003
mp-765311,LiVCrP2(HO5)2,Li,phosphate_or_polyanion,4.698133408333324
mp-759168,Li3V(OF)2,Li,halide,2.2802022308333294
mp-771387,Li6Mn2C4SO16,Li,sulfide,3.8856430183333304
mp-1044762,PrV2ZnO6,Zn,oxide,0.8118075949999982
mp-770646,Na3SnAsCO7,Na,oxide,2.21622666
mp-558765,Li2Ni(WO4)2,Li,oxide,4.93582300333333
mp-555464,KRb2NiF6,K,halide,4.412411587999998
mp-868760,Li3Ti2VO6,Li,oxide,1.0500443400000044
mp-1045783,MgMn(PO3)4,Mg,phosphate_or_polyanion,4.307654570000006
mp-771186,Li4Mn3Ni3(PO4)6,Li,phosphate_or_polyanion,4.129332128333343
mp-753344,LiNi6O7,Li,oxide,4.042082598333342
mp-1048589,Ca(TiS2)8,Ca,sulfide,2.0936018349999896
mp-770181,LiFe2(SO4)3,Li,sulfide,3.148569790000001
mp-765133,Li3VCr(P2O7)2,Li,phosphate_or_polyanion,1.930731750000012
mp-684503,LiSn(PO3)3,Li,phosphate_or_polyanion,4.358021665000001
mp-861056,LiMnPO4,Li,phosphate_or_polyanion,4.318775325833333
mp-540489,LiCoPO4,Li,phosphate_or_polyanion,4.201521095000002
mp-757871,Li3CoNi3O8,Li,oxide,3.755655393333332
mp-1045786,MgNi(PO3)4,Mg,phosphate_or_polyanion,5.070646552500007
mp-26127,LiVPO4,Li,phosphate_or_polyanion,2.2925116458333266
mp-851014,Li5Mn6(BO3)6,Li,phosphate_or_polyanion,3.506276729999984
mp-18921,NaCoO2,Na,oxide,2.544800361551724
mp-540275,LiCo(PO3)3,Li,phosphate_or_polyanion,4.751078665
mp-771793,Li4Cr3CuO8,Li,oxide,3.6279720700000033
mp-779996,LiFe2O2F3,Li,halide,4.666802795000001
mp-1042764,CaCrAs2O7,Ca,oxide,4.020413981250004
mp-772240,Li2MnH4(SO5)2,Li,sulfide,4.293369158333324
mvc-14034,MgCrF5,Mg,halide,4.862512959999998
mp-753672,NaFePO4,Na,phosphate_or_polyanion,3.014150026551721
mp-1047869,CaCr3P3O13,Ca,phosphate_or_polyanion,4.538164767499995
mp-1212538,Na2Sn,Na,other,-0.2096074162499996
mp-1387656,MgWF5,Mg,halide,2.5394330274999968
mp-26611,LiFePO4,Li,phosphate_or_polyanion,3.694298210000003
mp-761763,Li2FeCo3O8,Li,oxide,4.19884804083333
mp-765024,LiVF5,Li,halide,4.600250247500005
mvc-12315,Y4(Mo2O7)3,other,oxide,3.515366316666667
mp-1176809,LiTi(SO4)2,Li,sulfide,2.787166603333337
mp-1235090,LiCu4H8(CO5)2,Li,oxide,1.9720528633333223
mp-1281387,AlV2O4,Al,oxide,1.8138545716666696
mp-1206427,KRb2CuF6,K,halide,5.170325697999999
mp-761085,Na9Mn21O40,Na,oxide,3.042780834329509
mp-1043482,ZnCrNiP2O9,Zn,phosphate_or_polyanion,2.191880040000002
mp-1048269,MgFeP2O7,Mg,phosphate_or_polyanion,2.456583822499998
mp-1045900,YCu3(WO3)4,other,oxide,1.8068448555555607
mp-21213,NaCr(GeO3)2,Na,oxide,4.415914636551722
mp-766136,LiFeP2O7,Li,phosphate_or_polyanion,4.6661673258333325
mvc-14154,YMoO3,other,oxide,2.263764904166666
mp-1210177,NaMn3Ag(PO4)3,Na,phosphate_or_polyanion,4.169085676551706
mp-769109,Li6V3Ni(PO4)6,Li,phosphate_or_polyanion,3.8878141099999977
mp-556733,Ba2Ca3Tl2(CuO3)4,Ca,oxide,3.7071991187499966
mp-767360,LiMn(SiO3)2,Li,phosphate_or_polyanion,4.084753575000013
mp-766742,Li6Mn5FeO12,Li,oxide,2.882722835000001
mp-1253507,Zn3Cr2(SiO4)3,Zn,phosphate_or_polyanion,2.461529868333332
mp-583836,Li2V(PO4)2,Li,phosphate_or_polyanion,4.233109788333327
mvc-3982,Ca2Cr2O5,Ca,oxide,3.3493767837499986
mp-1344248,CaCr2(P2O7)2,Ca,phosphate_or_polyanion,4.752791125000004
mp-1101707,Na5Ni2P2(CO7)2,Na,phosphate_or_polyanion,4.112834931551735
mp-758638,Li2CoSiO4,Li,phosphate_or_polyanion,3.870546415833336
mp-1233120,MgTa4Mn4Nb4O24,Mg,oxide,0.0357436949999981
mp-35267,Al5CuS8,Al,sulfide,1.6536966300000036
mp-782707,LiV4O5F7,Li,halide,3.322693450000008
mp-31913,Li3Mn2(PO4)3,Li,phosphate_or_polyanion,4.51173948250001
mvc-5785,Ca2CrIrO6,Ca,oxide,3.7298111475
mp-1177082,Li5MnF8,Li,halide,4.5198552333333355
mp-1041194,CaTiS2,Ca,sulfide,0.8299433530000013
mp-1047613,TiAl(WO4)2,Al,oxide,1.6252253616666674
mp-1120756,NaVF3,Na,halide,2.128294121551722
mp-764641,Li2CoSiO4,Li,phosphate_or_polyanion,3.8743143375
mp-1402444,Ti4ZnO8,Zn,oxide,-0.4296675249999987
mp-763606,Li3P3(WO6)2,Li,phosphate_or_polyanion,2.115705657499992
mp-831152,Li3V2(PO4)3,Li,phosphate_or_polyanion,2.824252093333318
mp-1041330,Ca(FeO2)2,Ca,oxide,3.9728991291666658
mp-1410375,MgFeO2,Mg,oxide,1.1610177374999973
mp-1332851,Ca5La10Mn14(NiO24)2,Ca,oxide,3.808965610000018
mp-1041451,CaCr4O9,Ca,oxide,3.511667595000002
mp-1235493,LiLuZnFeO4,Li,oxide,0.8460773133333366
mp-26425,Li3Cr2P5O16,Li,phosphate_or_polyanion,2.294446188333329
mp-775158,Li8Mn13Cr3O32,Li,oxide,4.272140463333334
mp-29356,NaTi2O4,Na,oxide,1.0151478915517025
mp-1041448,CaCu2(MoO4)2,Ca,oxide,3.1958643412499965
mp-766941,Li4VF8,Li,halide,4.948298400000004
mp-757004,Li4Co3Sn(PO4)4,Li,phosphate_or_polyanion,3.0833231308333326
mp-770632,Li3CrO4,Li,oxide,2.965592918333333
mp-1235358,LiHf8(N2O)4,Li,oxide,-0.7666273366666541
mp-1044536,PrMg(FeO3)2,Mg,oxide,3.5353304724999974
mp-777934,Li3FeOF3,Li,halide,2.6297695275
mp-773118,Ba6Li2Ta9Ti7O42,Li,oxide,1.1613028049999676
mp-765000,Li5MnCr3O8,Li,oxide,2.1023767733333334
mp-1185565,Mg149Mo,Mg,other,0.0099681252684563
mp-776706,Li9Cr4C8(SO16)2,Li,sulfide,2.210783809999986
mp-770593,LiCo2(SO4)3,Li,sulfide,4.698486122499991
mp-765074,LiMnVP2(HO5)2,Li,phosphate_or_polyanion,4.150812830000012
mp-756863,Li5Mn3V2O10,Li,oxide,3.115283914333334
mp-1178002,Li2Fe2(CO3)3,Li,oxide,3.0915734983333367
mp-764188,NaV5O10,Na,oxide,2.100553995000019
mp-753073,Li2V2F7,Li,halide,2.2972278533333297
mp-1045901,Ba2MgCuMo2F14,Mg,halide,2.7588469899999963
mp-12185,LiCu(PO3)3,Li,phosphate_or_polyanion,5.119204370833335
mp-1048875,Mn2ZnO4,Zn,oxide,1.918632797500003
mp-1043529,MgMn3(P2O7)2,Mg,phosphate_or_polyanion,2.6829383874999917
mp-763794,Li2Mn2F7,Li,halide,4.008257674999994
mp-1307939,Li4Co3NiO8,Li,oxide,3.4170424766666603
mp-758732,Li9Co13O28,Li,oxide,3.900606929333337
mp-762163,Li3TiMn2O6,Li,oxide,3.045145773333336
mp-705401,Li2Ni4P4O15,Li,phosphate_or_polyanion,4.4715236595833305
mp-1222547,Li4VFe3(PO4)4,Li,phosphate_or_polyanion,3.2159001933333307
mp-763671,Li2Ti2V3O10,Li,oxide,2.7600110499999797
mp-777601,Li10Mn3Cr3(FeO8)2,Li,oxide,2.1636061133333304
mp-758706,Li6Ti3Cr(PO4)6,Li,phosphate_or_polyanion,3.115055693333341
mp-557878,KNi(PO3)3,K,phosphate_or_polyanion,5.766348457999989
mp-1184916,K3Mn,K,other,-0.8496432653333333
mp-861729,Li4Ti2Mn3Co3O16,Li,oxide,3.758128470833331
mp-773545,Li4Ti3Mn5O16,Li,oxide,3.596396062499996
mp-559343,KCu4(PO4)3,K,phosphate_or_polyanion,4.51486794300002
mp-1264233,ZnCo(SiO3)2,Zn,phosphate_or_polyanion,2.213650308750005
mp-767939,Li2V2F7,Li,halide,2.584614660000012
mp-753523,LiFe2(PO4)2,Li,phosphate_or_polyanion,3.5961902983333305
mp-19328,NaWO3,Na,oxide,0.8224515315517251
mp-771617,Li7Fe5O12,Li,oxide,3.883237380000002
mp-759647,LiWF6,Li,halide,3.6513347558333367
mp-974882,Rb3Mo,other,other,-1.5092480996551725
mp-771236,Li5Fe5(NiO6)2,Li,oxide,3.8883335133333263
mp-1043355,CaV(GeO3)2,Ca,oxide,2.6023806525000053
mp-1234725,Ho2MgAg2(WO4)4,Mg,oxide,0.712551069999994
mp-780936,Li5V6O5F19,Li,halide,4.225786099333333
mp-753023,LiV3(O2F)2,Li,halide,2.7547057133333412
mp-771741,Li2Mn3CuO8,Li,oxide,4.258216889999998
mp-1096344,Na2InBi,Na,other,-1.7982269649999998
